Order2018	POAexemptCode	Description
79657	T65.1X3D	"Toxic effect of strychnine and its salts, assault, subsequent encounter"
79658	T65.1X3S	"Toxic effect of strychnine and its salts, assault, sequela"
79661	T65.1X4D	"Toxic effect of strychnine and its salts, undetermined, subsequent encounter"
79662	T65.1X4S	"Toxic effect of strychnine and its salts, undetermined, sequela"
79667	T65.211D	"Toxic effect of chewing tobacco, accidental (unintentional), subsequent encounter"
79668	T65.211S	"Toxic effect of chewing tobacco, accidental (unintentional), sequela"
79671	T65.212D	"Toxic effect of chewing tobacco, intentional self-harm, subsequent encounter"
79672	T65.212S	"Toxic effect of chewing tobacco, intentional self-harm, sequela"
79675	T65.213D	"Toxic effect of chewing tobacco, assault, subsequent encounter"
79676	T65.213S	"Toxic effect of chewing tobacco, assault, sequela"
79679	T65.214D	"Toxic effect of chewing tobacco, undetermined, subsequent encounter"
79680	T65.214S	"Toxic effect of chewing tobacco, undetermined, sequela"
79684	T65.221D	"Toxic effect of tobacco cigarettes, accidental (unintentional), subsequent encounter"
79685	T65.221S	"Toxic effect of tobacco cigarettes, accidental (unintentional), sequela"
79688	T65.222D	"Toxic effect of tobacco cigarettes, intentional self-harm, subsequent encounter"
79689	T65.222S	"Toxic effect of tobacco cigarettes, intentional self-harm, sequela"
79692	T65.223D	"Toxic effect of tobacco cigarettes, assault, subsequent encounter"
79693	T65.223S	"Toxic effect of tobacco cigarettes, assault, sequela"
79696	T65.224D	"Toxic effect of tobacco cigarettes, undetermined, subsequent encounter"
79697	T65.224S	"Toxic effect of tobacco cigarettes, undetermined, sequela"
79701	T65.291D	"Toxic effect of other tobacco and nicotine, accidental (unintentional), subsequent encounter"
79702	T65.291S	"Toxic effect of other tobacco and nicotine, accidental (unintentional), sequela"
79705	T65.292D	"Toxic effect of other tobacco and nicotine, intentional self-harm, subsequent encounter"
79706	T65.292S	"Toxic effect of other tobacco and nicotine, intentional self-harm, sequela"
79709	T65.293D	"Toxic effect of other tobacco and nicotine, assault, subsequent encounter"
79710	T65.293S	"Toxic effect of other tobacco and nicotine, assault, sequela"
79713	T65.294D	"Toxic effect of other tobacco and nicotine, undetermined, subsequent encounter"
79714	T65.294S	"Toxic effect of other tobacco and nicotine, undetermined, sequela"
79719	T65.3X1D	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, accidental (unintentional), subsequent encounter"
79720	T65.3X1S	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, accidental (unintentional), sequela"
79723	T65.3X2D	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, subsequent encounter"
79724	T65.3X2S	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, sequela"
79727	T65.3X3D	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, subsequent encounter"
79728	T65.3X3S	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, sequela"
79731	T65.3X4D	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined, subsequent encounter"
79732	T65.3X4S	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined, sequela"
79737	T65.4X1D	"Toxic effect of carbon disulfide, accidental (unintentional), subsequent encounter"
79738	T65.4X1S	"Toxic effect of carbon disulfide, accidental (unintentional), sequela"
79741	T65.4X2D	"Toxic effect of carbon disulfide, intentional self-harm, subsequent encounter"
79742	T65.4X2S	"Toxic effect of carbon disulfide, intentional self-harm, sequela"
79745	T65.4X3D	"Toxic effect of carbon disulfide, assault, subsequent encounter"
79746	T65.4X3S	"Toxic effect of carbon disulfide, assault, sequela"
79749	T65.4X4D	"Toxic effect of carbon disulfide, undetermined, subsequent encounter"
79750	T65.4X4S	"Toxic effect of carbon disulfide, undetermined, sequela"
79755	T65.5X1D	"Toxic effect of nitroglycerin and other nitric acids and esters, accidental (unintentional), subsequent encounter"
79756	T65.5X1S	"Toxic effect of nitroglycerin and other nitric acids and esters, accidental (unintentional), sequela"
79759	T65.5X2D	"Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, subsequent encounter"
79760	T65.5X2S	"Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, sequela"
79763	T65.5X3D	"Toxic effect of nitroglycerin and other nitric acids and esters, assault, subsequent encounter"
79764	T65.5X3S	"Toxic effect of nitroglycerin and other nitric acids and esters, assault, sequela"
79767	T65.5X4D	"Toxic effect of nitroglycerin and other nitric acids and esters, undetermined, subsequent encounter"
79768	T65.5X4S	"Toxic effect of nitroglycerin and other nitric acids and esters, undetermined, sequela"
79773	T65.6X1D	"Toxic effect of paints and dyes, not elsewhere classified, accidental (unintentional), subsequent encounter"
79774	T65.6X1S	"Toxic effect of paints and dyes, not elsewhere classified, accidental (unintentional), sequela"
79777	T65.6X2D	"Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, subsequent encounter"
79778	T65.6X2S	"Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, sequela"
79781	T65.6X3D	"Toxic effect of paints and dyes, not elsewhere classified, assault, subsequent encounter"
79782	T65.6X3S	"Toxic effect of paints and dyes, not elsewhere classified, assault, sequela"
79785	T65.6X4D	"Toxic effect of paints and dyes, not elsewhere classified, undetermined, subsequent encounter"
79786	T65.6X4S	"Toxic effect of paints and dyes, not elsewhere classified, undetermined, sequela"
79791	T65.811D	"Toxic effect of latex, accidental (unintentional), subsequent encounter"
79792	T65.811S	"Toxic effect of latex, accidental (unintentional), sequela"
79795	T65.812D	"Toxic effect of latex, intentional self-harm, subsequent encounter"
79796	T65.812S	"Toxic effect of latex, intentional self-harm, sequela"
79799	T65.813D	"Toxic effect of latex, assault, subsequent encounter"
79800	T65.813S	"Toxic effect of latex, assault, sequela"
79803	T65.814D	"Toxic effect of latex, undetermined, subsequent encounter"
79804	T65.814S	"Toxic effect of latex, undetermined, sequela"
79808	T65.821D	"Toxic effect of harmful algae and algae toxins, accidental (unintentional), subsequent encounter"
79809	T65.821S	"Toxic effect of harmful algae and algae toxins, accidental (unintentional), sequela"
79812	T65.822D	"Toxic effect of harmful algae and algae toxins, intentional self-harm, subsequent encounter"
79813	T65.822S	"Toxic effect of harmful algae and algae toxins, intentional self-harm, sequela"
79816	T65.823D	"Toxic effect of harmful algae and algae toxins, assault, subsequent encounter"
79817	T65.823S	"Toxic effect of harmful algae and algae toxins, assault, sequela"
79820	T65.824D	"Toxic effect of harmful algae and algae toxins, undetermined, subsequent encounter"
79821	T65.824S	"Toxic effect of harmful algae and algae toxins, undetermined, sequela"
79825	T65.831D	"Toxic effect of fiberglass, accidental (unintentional), subsequent encounter"
79826	T65.831S	"Toxic effect of fiberglass, accidental (unintentional), sequela"
79829	T65.832D	"Toxic effect of fiberglass, intentional self-harm, subsequent encounter"
79830	T65.832S	"Toxic effect of fiberglass, intentional self-harm, sequela"
79833	T65.833D	"Toxic effect of fiberglass, assault, subsequent encounter"
79834	T65.833S	"Toxic effect of fiberglass, assault, sequela"
79837	T65.834D	"Toxic effect of fiberglass, undetermined, subsequent encounter"
79838	T65.834S	"Toxic effect of fiberglass, undetermined, sequela"
79842	T65.891D	"Toxic effect of other specified substances, accidental (unintentional), subsequent encounter"
79843	T65.891S	"Toxic effect of other specified substances, accidental (unintentional), sequela"
79846	T65.892D	"Toxic effect of other specified substances, intentional self-harm, subsequent encounter"
79847	T65.892S	"Toxic effect of other specified substances, intentional self-harm, sequela"
79850	T65.893D	"Toxic effect of other specified substances, assault, subsequent encounter"
79851	T65.893S	"Toxic effect of other specified substances, assault, sequela"
79854	T65.894D	"Toxic effect of other specified substances, undetermined, subsequent encounter"
79855	T65.894S	"Toxic effect of other specified substances, undetermined, sequela"
79859	T65.91XD	"Toxic effect of unspecified substance, accidental (unintentional), subsequent encounter"
79860	T65.91XS	"Toxic effect of unspecified substance, accidental (unintentional), sequela"
79863	T65.92XD	"Toxic effect of unspecified substance, intentional self-harm, subsequent encounter"
79864	T65.92XS	"Toxic effect of unspecified substance, intentional self-harm, sequela"
79867	T65.93XD	"Toxic effect of unspecified substance, assault, subsequent encounter"
79868	T65.93XS	"Toxic effect of unspecified substance, assault, sequela"
79871	T65.94XD	"Toxic effect of unspecified substance, undetermined, subsequent encounter"
79872	T65.94XS	"Toxic effect of unspecified substance, undetermined, sequela"
79875	T66.XXXD	"Radiation sickness, unspecified, subsequent encounter"
79876	T66.XXXS	"Radiation sickness, unspecified, sequela"
79880	T67.0XXD	"Heatstroke and sunstroke, subsequent encounter"
79881	T67.0XXS	"Heatstroke and sunstroke, sequela"
79884	T67.1XXD	"Heat syncope, subsequent encounter"
79885	T67.1XXS	"Heat syncope, sequela"
79888	T67.2XXD	"Heat cramp, subsequent encounter"
79889	T67.2XXS	"Heat cramp, sequela"
79892	T67.3XXD	"Heat exhaustion, anhydrotic, subsequent encounter"
79893	T67.3XXS	"Heat exhaustion, anhydrotic, sequela"
79896	T67.4XXD	"Heat exhaustion due to salt depletion, subsequent encounter"
79897	T67.4XXS	"Heat exhaustion due to salt depletion, sequela"
79900	T67.5XXD	"Heat exhaustion, unspecified, subsequent encounter"
79901	T67.5XXS	"Heat exhaustion, unspecified, sequela"
79904	T67.6XXD	"Heat fatigue, transient, subsequent encounter"
79905	T67.6XXS	"Heat fatigue, transient, sequela"
79908	T67.7XXD	"Heat edema, subsequent encounter"
79909	T67.7XXS	"Heat edema, sequela"
79912	T67.8XXD	"Other effects of heat and light, subsequent encounter"
79913	T67.8XXS	"Other effects of heat and light, sequela"
79916	T67.9XXD	"Effect of heat and light, unspecified, subsequent encounter"
79917	T67.9XXS	"Effect of heat and light, unspecified, sequela"
79920	T68.XXXD	"Hypothermia, subsequent encounter"
79921	T68.XXXS	"Hypothermia, sequela"
79927	T69.011D	"Immersion hand, right hand, subsequent encounter"
79928	T69.011S	"Immersion hand, right hand, sequela"
79931	T69.012D	"Immersion hand, left hand, subsequent encounter"
79932	T69.012S	"Immersion hand, left hand, sequela"
79935	T69.019D	"Immersion hand, unspecified hand, subsequent encounter"
79936	T69.019S	"Immersion hand, unspecified hand, sequela"
79940	T69.021D	"Immersion foot, right foot, subsequent encounter"
79941	T69.021S	"Immersion foot, right foot, sequela"
79944	T69.022D	"Immersion foot, left foot, subsequent encounter"
79945	T69.022S	"Immersion foot, left foot, sequela"
79948	T69.029D	"Immersion foot, unspecified foot, subsequent encounter"
79949	T69.029S	"Immersion foot, unspecified foot, sequela"
79952	T69.1XXD	"Chilblains, subsequent encounter"
79953	T69.1XXS	"Chilblains, sequela"
79956	T69.8XXD	"Other specified effects of reduced temperature, subsequent encounter"
